Arc226_4550074_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__DTCV01;s__DTCV01_sp038844925	Arc226_4550074_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__DTCV01;s__DTCV01_sp038844925
Arc226_2436570_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanogranum;s__Methanogranum_sp963676045	Arc226_8736193_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanogranum;s__Methanogranum_gryphiswaldense
Arc226_2437420_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanogranum;s__Methanogranum_sp963676045	Arc226_2437420_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanogranum;s__Methanogranum_sp963676045
Arc226_2437420_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanogranum;s__Methanogranum_sp963676045	Arc226_8736913_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanogranum;s__Methanogranum_gryphiswaldense
Arc226_2438471_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__WJIZ01;g__WJIZ01;s__WJIZ01_sp014729995	Arc226_2438471_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__WJIZ01;g__WJIZ01;s__WJIZ01_sp014729995
Arc226_2438488_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__WJIZ01;g__WJIZ01;s__WJIZ01_sp014729995	Arc226_2438488_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__WJIZ01;g__WJIZ01;s__WJIZ01_sp014729995
Arc226_2438488_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__WJIZ01;g__WJIZ01;s__WJIZ01_sp014729995	Arc226_5658640_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__WJIZ01;g__WJIZ01;s__WJIZ01_sp023140175
Arc226_2439434_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__WJIZ01;g__WJIZ01;s__WJIZ01_sp014729995	Arc226_2439434_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__WJIZ01;g__WJIZ01;s__WJIZ01_sp014729995
Arc226_2440148_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__GW2011-AR9;g__JBFMFP01;s__JBFMFP01_sp040751885	Arc226_2440148_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__GW2011-AR9;g__JBFMFP01;s__JBFMFP01_sp040751885
Arc226_2440300_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__GW2011-AR9;g__JBFMFP01;s__JBFMFP01_sp040751885	Arc226_2440300_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__GW2011-AR9;g__JBFMFP01;s__JBFMFP01_sp040751885
Arc226_2440302_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__GW2011-AR9;g__JBFMFP01;s__JBFMFP01_sp040751885	Arc226_2440302_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__GW2011-AR9;g__JBFMFP01;s__JBFMFP01_sp040751885
Arc226_6935052_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAJYUY01;s__JAJYUY01_sp021801385	Arc226_6935052_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAJYUY01;s__JAJYUY01_sp021801385
Arc226_6936846_tax:d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus_furiosus	Arc226_6936846_tax:d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus_furiosus
Arc226_6937759_tax:d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus_furiosus	Arc226_6937759_tax:d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus_furiosus
Arc226_6937759_tax:d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus_furiosus	Arc226_7068123_tax:d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus_horikoshii
Arc226_6937759_tax:d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus_furiosus	Arc226_10974644_tax:d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus_abyssi
Arc226_6937759_tax:d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus_furiosus	Arc226_1403012_tax:d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Palaeococcus;s__Palaeococcus_pacificus
Arc226_6937759_tax:d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus_furiosus	Arc226_355426_tax:d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Palaeococcus;s__Palaeococcus_sp003663695
Arc226_6937759_tax:d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus_furiosus	Arc226_3627550_tax:d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus_sp000211475
Arc226_6941075_tax:d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__JAJRQD01;s__JAJRQD01_sp030668165	Arc226_6941075_tax:d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__JAJRQD01;s__JAJRQD01_sp030668165
Arc226_6941247_tax:d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__JAJRQD01;s__JAJRQD01_sp030668165	Arc226_6941247_tax:d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__JAJRQD01;s__JAJRQD01_sp030668165
Arc226_6941247_tax:d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__JAJRQD01;s__JAJRQD01_sp030668165	Arc226_6457390_tax:d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeales;f__Kariarchaeaceae;g__JAJRQD01;s__JAJRQD01_sp024280435
Arc226_6943905_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halovenus;s__Halovenus_sp001564135	Arc226_6943905_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halovenus;s__Halovenus_sp001564135
Arc226_6944184_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halovenus;s__Halovenus_sp001564135	Arc226_6944184_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halovenus;s__Halovenus_sp001564135
Arc226_6944184_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halovenus;s__Halovenus_sp001564135	Arc226_2262079_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halalkalicoccaceae;g__SKXI01;s__SKXI01_sp007129135
Arc226_6944184_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halovenus;s__Halovenus_sp001564135	Arc226_7123880_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halovenus;s__Halovenus_sp003551945
Arc226_6944184_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halovenus;s__Halovenus_sp001564135	Arc226_10007285_tax:d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halovenus;s__Halovenus_sp003551265
Arc226_6949281_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__B29-G15;g__B29-G15;s__B29-G15_sp017610005	Arc226_6949281_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__B29-G15;g__B29-G15;s__B29-G15_sp017610005
Arc226_6949282_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__B29-G15;g__B29-G15;s__B29-G15_sp017610005	Arc226_6949282_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__B29-G15;g__B29-G15;s__B29-G15_sp017610005
Arc226_6949738_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__B29-G15;g__B29-G15;s__B29-G15_sp017610005	Arc226_6949738_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__B29-G15;g__B29-G15;s__B29-G15_sp017610005
Arc226_6950009_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__B29-G15;g__B29-G15;s__B29-G15_sp017610005	Arc226_6950009_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__B29-G15;g__B29-G15;s__B29-G15_sp017610005
Arc226_6950566_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__B29-G15;g__B29-G15;s__B29-G15_sp017610005	Arc226_6950566_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__B29-G15;g__B29-G15;s__B29-G15_sp017610005
Arc226_6957426_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__JAJISJ01;s__JAJISJ01_sp020054475	Arc226_6957426_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__JAJISJ01;s__JAJISJ01_sp020054475
Arc226_6957426_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__JAJISJ01;s__JAJISJ01_sp020054475	Arc226_2707490_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__JAJISJ01;s__JAJISJ01_sp022848765
Arc226_6960392_tax:d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__GLR71;g__GLR71;s__GLR71_sp030636885	Arc226_6960392_tax:d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__GLR71;g__GLR71;s__GLR71_sp030636885
Arc226_6960392_tax:d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__GLR71;g__GLR71;s__GLR71_sp030636885	Arc226_10150644_tax:d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__GLR71;g__GLR71;s__GLR71_sp019429125
Arc226_6960392_tax:d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__GLR71;g__GLR71;s__GLR71_sp030636885	Arc226_10521585_tax:d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__GLR71;g__GLR71;s__GLR71_sp030594675
Arc226_6960392_tax:d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__GLR71;g__GLR71;s__GLR71_sp030636885	Arc226_7438529_tax:d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__GLR71;g__GLR71;s__GLR71_sp030671745
Arc226_6960392_tax:d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__GLR71;g__GLR71;s__GLR71_sp030636885	Arc226_8726360_tax:d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__GLR71;g__GLR71;s__GLR71_sp013138765
Arc226_6962629_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__RBG-16-68-12;g__EA-19;s__EA-19_sp036514455	Arc226_6962629_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12;f__RBG-16-68-12;g__EA-19;s__EA-19_sp036514455
Arc226_6963998_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignisphaeraceae;g__Ignisphaera;s__Ignisphaera_sp025058535	Arc226_6963998_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignisphaeraceae;g__Ignisphaera;s__Ignisphaera_sp025058535
Arc226_6977684_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__Bilamarchaeum;s__Bilamarchaeum_sp018813505	Arc226_6977684_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__Bilamarchaeum;s__Bilamarchaeum_sp018813505
Arc226_6977688_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__Bilamarchaeum;s__Bilamarchaeum_sp018813505	Arc226_6977688_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__Bilamarchaeum;s__Bilamarchaeum_sp018813505
Arc226_6978530_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__Bilamarchaeum;s__Bilamarchaeum_sp018813505	Arc226_6978530_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__Bilamarchaeum;s__Bilamarchaeum_sp018813505
Arc226_6984100_tax:d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathyarchaeaceae;g__Bathyarchaeum;s__Bathyarchaeum_tardum	Arc226_6984100_tax:d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathyarchaeaceae;g__Bathyarchaeum;s__Bathyarchaeum_tardum
Arc226_6984188_tax:d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathyarchaeaceae;g__Bathyarchaeum;s__Bathyarchaeum_tardum	Arc226_6984188_tax:d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathyarchaeaceae;g__Bathyarchaeum;s__Bathyarchaeum_tardum
Arc226_6986560_tax:d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__Sigynarchaeaceae;g__Sigynarchaeum;s__Sigynarchaeum_springense	Arc226_6986560_tax:d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Sigynarchaeales;f__Sigynarchaeaceae;g__Sigynarchaeum;s__Sigynarchaeum_springense
Arc226_6994428_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__EX4484-71;s__EX4484-71_sp020430505	Arc226_6994428_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__EX4484-71;s__EX4484-71_sp020430505
Arc226_6994428_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__EX4484-71;s__EX4484-71_sp020430505	Arc226_8414816_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__GW2011-AR15;g__JAFGRO01;s__JAFGRO01_sp016935095
Arc226_6999349_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__DSCA01;g__DSCA01;s__DSCA01_sp011049295	Arc226_6999349_tax:d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__DSCA01;g__DSCA01;s__DSCA01_sp011049295
Arc226_7002810_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WANQ01;g__JALWGO01;s__JALWGO01_sp027030065	Arc226_7002810_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WANQ01;g__JALWGO01;s__JALWGO01_sp027030065
Arc226_7003340_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WANQ01;g__JALWGO01;s__JALWGO01_sp027030065	Arc226_7003340_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WANQ01;g__JALWGO01;s__JALWGO01_sp027030065
Arc226_7003340_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WANQ01;g__JALWGO01;s__JALWGO01_sp027030065	Arc226_9436236_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WANQ01;g__JALWGO01;s__JALWGO01_sp027038805
Arc226_7004194_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WANQ01;g__JALWGO01;s__JALWGO01_sp027030065	Arc226_7004194_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WANQ01;g__JALWGO01;s__JALWGO01_sp027030065
Arc226_7004194_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WANQ01;g__JALWGO01;s__JALWGO01_sp027030065	Arc226_9436035_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WANQ01;g__JALWGO01;s__JALWGO01_sp027038805
Arc226_7004194_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WANQ01;g__JALWGO01;s__JALWGO01_sp027030065	Arc226_2577268_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WANQ01;g__JALWGO01;s__JALWGO01_sp027043985
Arc226_7006201_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472_sp040765825	Arc226_7006201_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472_sp040765825
Arc226_7006201_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472_sp040765825	Arc226_10531392_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472_sp016926075
Arc226_7006201_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472_sp040765825	Arc226_6223195_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472_sp036677555
Arc226_7006201_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472_sp040765825	Arc226_180608_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472_sp012729095
Arc226_7006201_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472_sp040765825	Arc226_276859_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472_sp041304605
Arc226_7006201_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472_sp040765825	Arc226_6894993_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472_sp8940u
Arc226_7006201_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472_sp040765825	Arc226_5611898_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472_sp035527755
Arc226_7006201_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472_sp040765825	Arc226_911864_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472_sp035404085
Arc226_7006201_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472_sp040765825	Arc226_10069598_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472_sp040768245
Arc226_7006201_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472_sp040765825	Arc226_1323605_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472_sp002497075
Arc226_7006201_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472_sp040765825	Arc226_10790134_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472_sp004525545
Arc226_7006201_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472_sp040765825	Arc226_7712968_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472_sp026394395
Arc226_7008559_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus_sp022823825	Arc226_7008559_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus_sp022823825
Arc226_7008559_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus_sp022823825	Arc226_12430235_tax:d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus_sp021296175
Arc226_7011471_tax:d__Archaea;p__SpSt-1190;c__SpSt-1190;o__SpSt-1190;f__SpSt-1190;g__JAUUZA01;s__JAUUZA01_sp030590165	Arc226_7011471_tax:d__Archaea;p__SpSt-1190;c__SpSt-1190;o__SpSt-1190;f__SpSt-1190;g__JAUUZA01;s__JAUUZA01_sp030590165
Arc226_7014287_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Fervidicoccaceae;g__ARK-14;s__ARK-14_sp002899805	Arc226_7014287_tax:d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Fervidicoccaceae;g__ARK-14;s__ARK-14_sp002899805
Arc226_7023426_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA10834;f__UBA10834;g__COMBO-56-21;s__COMBO-56-21_sp016930135	Arc226_7023426_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA10834;f__UBA10834;g__COMBO-56-21;s__COMBO-56-21_sp016930135
Arc226_7024600_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA10834;f__UBA10834;g__COMBO-56-21;s__COMBO-56-21_sp016930135	Arc226_7024600_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA10834;f__UBA10834;g__COMBO-56-21;s__COMBO-56-21_sp016930135
Arc226_7025665_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__CABMGE01;s__CABMGE01_sp041656875	Arc226_7025665_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__CABMGE01;s__CABMGE01_sp041656875
Arc226_1546350_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAKAAX01;s__JAKAAX01_sp027314165	Arc226_1546350_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAKAAX01;s__JAKAAX01_sp027314165
Arc226_1546350_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAKAAX01;s__JAKAAX01_sp027314165	Arc226_4704730_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAKAAX01;s__JAKAAX01_sp021802125
Arc226_1546656_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAKAAX01;s__JAKAAX01_sp027314165	Arc226_1546656_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAKAAX01;s__JAKAAX01_sp027314165
Arc226_1546656_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAKAAX01;s__JAKAAX01_sp027314165	Arc226_5457438_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAKAAX01;s__JAKAAX01_sp027306505
Arc226_1546656_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAKAAX01;s__JAKAAX01_sp027314165	Arc226_8117929_tax:d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAJYEA01;s__JAJYEA01_sp021790425
Arc226_1549670_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAJYVZ01;s__JAJYVZ01_sp021791725	Arc226_1549670_tax:d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAJYVZ01;s__JAJYVZ01_sp021791725
Arc226_1551606_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JABIDC01;s__JABIDC01_sp018651925	Arc226_1551606_tax:d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Pacearchaeales;f__GW2011-AR1;g__JABIDC01;s__JABIDC01_sp018651925
